Code,Description,Qty,Size,Price [C],VAT,UNIT1,UNIT2
105095,HOT CHICKEN RAMEN MULTI,8,140GRX5,37.99,0,PCS,BOX
106936,DOUBLE SPICY HOT CHICKEN RAMEN MULTI,8,140GRX5,37.99,0,PCS,BOX
107453,ZZAL DDUCK SNACK,24,120GR,28.99,0,PCS,BOX
107766,HOT CHICKEN FLAVOUR RICE CAKE,16,185GR,34.99,0,PCS,BOX
107928,KIMCHI HOT CHICKEN RAMEN,8,135GRX5,37.99,0,PCS,BOX
107982,EXTREME BULDAK SAUCE,24,200GR,39.99,0,PCS,BOX
108674,HOT CHICKEN RAMEN HABANERO LIME(M),8,135GRX5,37.99,0,PCS,BOX
108842,HOT CHICKEN RAMEN HABANERO LIME BIG BOWL,16,110GR,27.99,0,PCS,BOX
20001,VELDA GREEN JALAPENO PICKLES PM1.39,6,720ML,5.39,0,PCS,BOX
20005,VELDA GREEN JALAPENO PICKLE,6,1700ML,13.99,0,PCS,BOX
20010,VELDA HOT BABY PEPPER PICKLE PM1.59,6,720ML,5.99,0,PCS,BOX
20015,VELDA HOT BABY PEPPER PICKLE,6,1700ML,13.99,0,PCS,BOX
20020,VELDA HOT PEPPER PICKLE PM1.59,6,720ML,5.99,0,PCS,BOX
20025,VELDA HOT PEPPER PICKLE,6,1700ML,13.99,0,PCS,BOX
20031,VELDA MIXED VEGETABLE PICKLE PM1.19,12,720ML,9.49,0,PCS,BOX
20038,VELDA MIXED VEGETABLE PICKLE,4,4LT,12.8,0,PCS,BOX
20043,VELDA CUCUMBER PICKLE (CORNISHON) SIZE:0 PM1.99,12,720ML,15.49,0,PCS,BOX
20044,VELDA CUCUMBER PICKLE (CORNISHON) SIZE:2 PM1.29,12,720ML,9.99,0,PCS,BOX
20063,VELDA SMOOTH CUCUMBER PICKLES SIZE:1 PM 1.99,12,720ML,15.99,0,PCS,BOX
20065,VELDA SMOOTH CUCUMBER PICKLES SIZE:2 PM3.49,6,1700ML,13.99,0,PCS,BOX
20091,VELDA LOMBARDI PEPPER PICKLES PM1.49,12,720ML,11.99,0,PCS,BOX
201008,NESTLE DAMAK ALA CHOCO WAFER PISTACHIO,12,30GR,7.99,20,PCS,PACK
201009,NESTLE DAMAK FINE CHOCOLATE PISTACHIO,6,60GR,5.99,20,UNIT,BOX
20101,VELDA RED CHILLI PEPPER PICKLES PM1.79,12,720ML,14.49,0,PCS,BOX
201010,NESTLE DAMAK BAKLAVA,6,60GR,5.99,20,UNIT,BOX
201012,NESTLE DAMAK DARK CHOCOLATE,6,60GR,5.99,20,UNIT,BOX
201013,NESTLE DAMAK WHITE CHOCOLATE PISTACHIO,6,60GR,5.99,20,UNIT,BOX
201016,NESTLE NESQUIK WAFER,30,26.7GR,8.49,20,UNIT,BOX
201020,NESTLE 1927 HAZELNUT WAFER,12,31GR,4.49,20,UNIT,BOX
201021,NESTLE 1927 MILKY WAFER,12,28GR,4.49,20,UNIT,BOX
201022,NESTLE 1927 BITTER WAFER,12,28GR,4.49,20,UNIT,BOX
201023,NESTLE CRUNCH WAFER,30,30GR,8.49,20,UNIT,BOX
201025,NESTLE CRUNCH WAFER PM,20,17GR X 5,18.49,20,UNIT,BOX
201026,NESTLE NESQUICK WAFER,20,19GR X 5,18.49,20,PACK,BOX
201033,NESTLE DAMAK CARAMEL CROQUANT,6,60GR,5.99,20,UNIT,BOX
201034,NESTLE DAMAK TURKISH DELIGHT,6,60GR,5.99,20,UNIT,BOX
20111,VELDA FRENK PEPPER PICKLES PM1.59,12,720ML,12.49,0,PCS,BOX
20121,VELDA GIARDINIERA PICKLE PM1.49,12,720ML,11.99,0,PCS,BOX
20141,VELDA CABBAGE PICKLE PM1.29,12,720ML,9.99,0,PCS,BOX
20201,VELDA ROASTED AUBERGINE PM1.29,6,580ML,5.1,0,PCS,BOX
20202,VELDA ROASTED AUBERGINE PM1.49,6,720ML,5.99,0,PCS,BOX
20204,VELDA ROASTED AUBERGINE PM1.49,12,720ML,11.99,20,PCS,BOX
20205,VELDA ROASTED EGGPLANT JAR,3,2650ML,9,0,PCS,BOX
20209,ROASTED AUBERGINE,6,A10 TIN,0,0,UNIT,BOX
20227,VELDA ROASTED RED PEPPER PM1.99,12,720ML,15.6,0,PCS,BOX
20331,VELDA GREEK PEPPER TURSU TIN 14KG (5KG NET),1,14KG,9.99,0,UNIT,BOX
20501,VELDA LEMON DRESSING,20,500ML,8.99,0,PCS,BOX
30001,OLEA BLACK OLIVES IN SAUCE-VACUUM (SIYAH SOSLU),16,150GR,15.99,0,PCS,BOX
30005,OLEA BLACK OLIVES IN OIL-VACUUM (YAGLI SELE),16,150GR,15.99,0,PCS,BOX
30009,OLEA BLACK OLIVES IN OIL LOW SALT-VACUUM (AZ TUZLU),16,150GR,15.99,0,PCS,BOX
30010,OLEA BLACK OLIVES IN SAUCE-VACUUM (SIYAH SOSLU),20,300GR,24.99,0,PCS,BOX
30015,OLEA BLACK OLIVES IN OIL-VACUUM (YAGLI SELE),20,300GR,24.99,0,PCS,BOX
30020,OLEA STUFFED GREEN OLIVES-VACUUM (BIBERLI),16,150GR,15.99,0,PCS,BOX
30025,OLEA STUFFED GREEN OLIVES IN SAUCE-VACUUM (BIBERLI SOSLU),16,150GR,15.99,0,PCS,BOX
30030,OLEA STUFFED GREEN OLIVES-VACUUM (BIBERLI),20,300GR,34.99,0,PCS,BOX
30040,OLEA SCRATCHED GREEN OLIVES-VACUUM (CIZIK),16,150GR,15.99,0,PCS,BOX
30045,OLEA SCRATCHED GREEN OLIVES IN SAUCE-VACUUM (SOSLU CIZIK),16,150GR,15.99,0,PCS,BOX
30050,OLEA SCRATCHED GREEN OLIVES-VACUUM (CIZIK),20,300GR,28.99,0,PCS,BOX
30060,OLEA CRACKED GREEN OLIVES-VACUUM (KIRMA),16,150GR,15.99,0,PCS,BOX
30065,OLEA CRACKED GREEN OLIVES IN SAUCE-VACUUM (SOSLU KIRMA),16,150GR,15.99,0,PCS,BOX
30070,OLEA CRACKED GREEN OLIVES-VACUUM (KIRMA),20,300GR,28.99,0,PCS,BOX
30080,OLEA GRILLED GREEN OLIVES-VACUUM (IZGARA),16,150GR,19.99,0,PCS,BOX
30090,OLEA BLACK OLIVES IN OIL-VACUUM (YAGLI SELE),24,500GR,49.99,0,PCS,BOX
30095,OLEA BLACK OLIVES IN OIL-VACUUM (YAGLI SELE),12,1KG,41.99,0,PCS,BOX
30100,OLEA DRY BLACK OLIVES-PET (KURU SELE),6,400GR,20.99,0,PCS,BOX
30150,OLEA BLACK OLIVES IN OIL GOLD-PET (YAGLI SELE),6,1KG,44.99,0,PCS,BOX
30155,OLEA BLACK OLIVES IN OIL-PET (YAGLI SELE),6,1KG,27.99,0,PCS,BOX
30175,OLEA SCRATCHED GREEN OLIVES-PET (CIZIK),6,1KG,35.94,0,PCS,BOX
30180,OLEA CRACKED GREEN OLIVES-PET(KIRMA),6,1000ML,35.94,0,PCS,BOX
30200,OLEA GRILLED GREEN OLIVES IN OIL-JAR (IZGARA),12,500ML,24.99,0,PCS,BOX
30205,OLEA GRILLED GREEN OLIVES IN OIL-JAR (IZGARA),6,1000ML,24.99,0,PCS,BOX
30210,OLEA CRACKED GREEN OLIVES-JAR (KIRMA),6,1KG,34.99,0,PCS,BOX
30215,OLEA SCRATCHED GREEN OLIVES-JAR (CIZIK),6,1000ML,18.99,0,PCS,BOX
30220,OLEA CRACKED GREEN OLIVES-JAR (KIRMA),6,1600ML,33.99,0,PCS,BOX
30225,OLEA SCRATCHED GREEN OLIVES-JAR (CIZIK),6,1600ML,33.99,0,PCS,BOX
B.018429,DALIN BABY SHAMPOO,4,900ML*6,95.76,20,UNIT,BOX
B.019238,REKOLTE RED LENTIL,1,5KG,9.99,0,UNIT,BOX
B.020368,MAKAROMA PASTA FUSILLI,20,500GR,19.8,0,PCS,BOX
B.020370,MAKAROMA PASTA SPAGHETTI,20,500GR,19.8,0,PCS,BOX
B.020371,MAKAROMA PASTA LINGUINE,20,500GR,19.8,0,PCS,BOX
B.020372,MAKAROMA PASTA FARFALLE,20,500GR,19.8,0,PCS,BOX
B.020490,MAKAROMA PASTA PENNE,20,500GR,19.8,0,PCS,BOX
B.020508,ULKER PETIBOR CIFTE KAVRULMUS,10,450GR,9.99,0,PCS,BOX
B.020539,OLEA BLACK OLIVES LESS SALT 291-320CLB-(S),6,800GR,29.99,0,UNIT,BOX
B.020540,OLEA BLACK OLIVES 321-350CLB-(XS),6,800GR,29.99,0,UNIT,BOX
B.020541,OLEA OLIVES YAGLI SELE 261-320 CLB-(MS),6,800GR,29.99,0,UNIT,BOX
B.020610,ONCU TOMATO PASTE,12,370GR,11.49,0,UNIT,BOX
B.021013,SOSI APPLE VINEGAR,12,1LT,11.99,0,UNIT,BOX
B0018,KIKKOMAN SOY SAUCE,12,250ML,29.99,0,PCS,BOX
B0019,KIKKOMAN SWEET SOY SAUCE,6,250ML,14.99,0,PCS,BOX
B0026,KIKKOMAN LESS SALT SOY SAUCE DISPENSER,6,150ML,14.99,0,PCS,BOX
B0035,KIKKOMAN SOY SAUCE DISPENSER,12,150ML,29.99,0,PCS,BOX
B0038,KIKKOMAN LESS SALT SOY SAUCE,6,250ML,16.99,0,PCS,BOX
B0089,KIKKOMAN TAMARI GLUTEN FREE SOY SAUCE,6,250ML,16.99,0,PCS,BOX
B2123,KIKKOMAN PONZU CITRUS SOY SAUCE,6,250ML,16.99,0,UNIT,BOX
B7023,KIKKOMAN TERIYAKI SAUCE,6,250ML,16.99,0,PCS,BOX
B8051,KENKO MAYONNAISE,20,500GR,74.99,0,PCS,BOX
C10134,ANKARA MAKARNA TEL SEHRIYE,20,500GR,,0,PCS,BOX
C10158,BOUNTY,24,57GR,9.99,0,PCS,BOX
C10200,COCA COLA CAN EURO,24,330ML,9.99,20,PCS,BOX
C10201,COCA COLA DIET CAN GB,24,330ML,9.99,20,PCS,BOX
C10206,COCA COLA ZERO CAN,24,330ML,9.99,20,PCS,BOX
C10207,COCA COLA DIET GLASS,24,330ML,19.99,20,PCS,BOX
C10233,DR PEPPER CAN,24,330ML,,20,PCS,BOX
C10271,EVIAN WATER,6,1.5LT,4.2,20,PCS,BOX
C10272,EVIAN WATER,24,500ML,8.99,20,PCS,BOX
C10273,FANTA LEMON CAN,24,330ML,9.99,20,PCS,BOX
C10276,FANTA ORANGE CAN,24,330ML,9.99,20,PCS,BOX
C10349,OASIS CITRUS PUNCH,12,500ML,9.99,20,PCS,BOX
C10350,OASIS SUMMERFRUIT,12,500ML,9.99,20,PCS,BOX
C10351,OATLY BARISTA,6,1LT,9.49,0,PCS,BOX
C10419,REDBULL,24,250ML,19.99,20,PCS,BOX
C10420,REDBULL JUNEBERRY - BLUE PM1.55,12,250ML,9.49,20,PCS,BOX
C10421,REDBULL APRICOT CAN PM1.55,12,250ML,9.99,20,PCS,BOX
C10422,REDBULL COCONUT WHITE PM1.55,12,250ML,9.49,20,PCS,BOX
C10437,SAN PELLEGRINO ARANCIATA,24,330ML,11.99,20,PCS,BOX
C10438,SAN PELLEGRINO ARANCIATA ROSSA,24,330ML,11.99,20,PCS,BOX
C10439,SAN PELLEGRINO LEMONADE,24,330ML,13.99,20,PCS,BOX
C10440,SAN PELLEGRINO SPARKLING WATER,24,500ML,11.99,20,PCS,BOX
C10446,SNICKERS ORIGINAL,40,50GR,14.99,0,UNIT,BOX
C10455,SPRITE CAN,24,330ML,9.49,20,PCS,BOX
C10524,VITA COCO COCONUT WATER,6,1LT,9.99,20,PCS,BOX
C10526,VOLVIC WATER,6,1.5LT,4,20,PCS,BOX
C10527,VOLVIC WATER,24,500ML,7.49,20,PCS,BOX
C10542,VOLVIC SPORT CAP WATER,12,1LT,7.99,20,PCS,BOX
C10543,SAN PELLEGRINO POMPELMO,12,330ML,5.99,20,PCS,BOX
C10601,REDBULL CACTUS GREEN PM1.55,12,250ML,9.49,20,PCS,BOX
C10602,REDBULL WATERMELON RED PM1.55,12,250ML,9.49,20,PCS,BOX
C10603,REDBULL TROPICAL CAN PM1.55,12,250ML,9.99,20,PCS,BOX
C10606,REDBULL FOREST FRUIT PINK PM1.55,12,250ML,9.49,20,PCS,BOX
C10607,HIGHLAND SPRING SPARKLING PET,12,1.5LT,8.99,20,PCS,BOX
C10608,SAN PELLEGRINO POMEGRANTE ORANGE,12,330ML,5.99,20,PCS,BOX
C10609,COCA COLA CAN GB,24,330ML,,20,PCS,BOX
C10610,COLA GAZA,24,250ML,11.49,20,PCS,BOX
C10613,DR PEPPER CAN,24,330ML,9.99,20,PCS,BOX
C10614,MIRINDA ORANGE CAN,24,330ML,7.99,20,PACK,BOX
C10615,SUPERMALT CAN,24,500ML,,20,PCS,BOX
C10616,PEPSI MAX CAN,24,330ML,7.49,20,PCS,BOX
C10617,RUBICON PASSION,12,1LT,13.99,20,PCS,BOX
C10618,RUBICON MANGO,12,1LT,12.99,20,PCS,BOX
C10619,EVIAN SPORT CAP,12,750ML,8.99,20,PCS,BOX
C10620,SAKA WATER,2,5LT,2.49,20,PCS,BOX
C10621,PERRIER GLASS,24,33CL,12.99,20,PCS,BOX
C10622,PERRIER GLASS,12,750ML,11.99,20,PCS,BOX
C10623,JUST JUICE APPLE,12,1LT,12.49,20,PCS,BOX
C10624,JUST JUICE ORANGE,12,1LT,12.49,20,PCS,BOX
C10625,JUST JUICE PINEAPPLE,12,1LT,12.49,20,PCS,BOX
C10626,COLA ZERO,12,500ML,9.99,20,PCS,BOX
C10627,LUCOZADE ORANGE,24,500ML,18.49,20,PCS,BOX
C10628,LUCOZADE ORIGINAL,24,500ML,18.99,20,PCS,BOX
C10629,HIGHLAND STILL WATER,12,1.5LT,7.49,20,PCS,BOX
C10630,RUBICON POMEGRANTE,12,1LT,14.99,20,PCS,BOX
C10631,RUBICON GUAVA,12,1LT,14.99,20,PCS,BOX
C10632,RUBICON LYCHEE,12,1LT,,20,PCS,BOX
C10633,SEVEN UP CAN,24,330ML,7.49,20,PCS,BOX
C10634,MULLER FRIJJ CHOCOLATE,12,330ML,8.99,20,PCS,BOX
C10635,MULLER FRIJJ STRAWBERRY,12,330ML,8.99,20,PCS,BOX
C10636,MULLER FRIJJ FUDGE BROWNIE,12,330ML,8.99,20,PCS,BOX
C10637,LOTUS BISCUIT MILK CHOCOLATE,9,150G,13.99,0,PCS,BOX
C10639,SCHWEPPES TONIC WATER,6,1LT,8.49,20,PCS,BOX
C10640,SCHWEPPES SODA WATER,6,1LT,8.49,20,PCS,BOX
C10641,FANTA TROPICAL,12,500ML,10.99,20,PCS,BOX
C10642,FANTA BLUE,12,500ML,9.99,20,PCS,BOX
C10643,FANTA MADNESS,12,500ML,14.99,20,PCS,BOX
C10644,FANTA MADNESS,6,1.5LT,12.99,20,PCS,BOX
C10645,LIPTION ICE TEA LEMON,24,500ML,16.99,20,PCS,BOX
C10646,LIPTON ICE TEA PEACH,24,500ML,16.99,20,PCS,BOX
C10647,DR PEPPER GB,12,500ML,8.99,20,PCS,BOX
C10648,FANTA FRUIT TWIST GB,12,500ML,9.99,20,PCS,BOX
C10649,FANTA LEMON,12,500ML,9.99,20,PCS,BOX
C10650,SPRITE,12,500ML,8.99,20,PCS,BOX
C10651,COCA COLA CHERRY,12,500ML,10.99,20,PCS,BOX
C10652,FANTA ORANGE GB,12,500ML,9.99,20,PCS,BOX
C10653,FANTA PINEAPPLE GRAPEFRUIT,12,500ML,8.99,20,PCS,BOX
C10654,COCA COLA DIET GB,24,500ML,16.99,20,PCS,BOX
C10655,COCA COLA GB,24,500ML,19.49,20,PCS,BOX
C10656,JUICE BURST APPLE,12,500ML,12.99,20,PCS,BOX
C10657,JUICE BURST ORANGE CARROT,12,500ML,12.99,20,PCS,BOX
C10658,JUICE BURST ORANGE,12,400ML,12.99,20,PCS,BOX
C10659,TROPICAL VIBES FRUIT PUNCH,15,300ML,11.49,20,PCS,BOX
C10660,TROPICAL VIBES LEMONADE GRAPE,15,300ML,11.49,20,PCS,BOX
C10662,TROPICAL VIBES LEMONADE OCEAN BLUE,15,300ML,11.49,20,PCS,BOX
C10664,TROPICAL VIBES SOURS KAWAII KIWI,15,300ML,11.49,20,PCS,BOX
C10665,TROPICAL VIBES SOURS CHEEKY CHEERY,15,300ML,11.49,20,PCS,BOX
C10666,TROPICAL VIBES MANGO CARROT,15,300ML,11.49,20,PCS,BOX
C10667,RAUCH BRAVO GREEN APPLE,24,250ML,12.5,20,PCS,BOX
C10668,RAUCH BRAVO PEACH,24,250ML,12.5,20,PCS,BOX
C10669,RAUCH BRAVO RED GRAPE,24,250ML,12.5,20,PCS,BOX
C10670,RAUCH BRAVO STRAWBERRY,24,250ML,12.5,20,PCS,BOX
C10671,RAUCH BRAVO CHERRY,24,250ML,12.5,20,PCS,BOX
C10673,COCA COLA CHERRY CAN GB,24,330ML,11.49,20,PCS,BOX
C10674,FANTA CAN TWIST GB,24,330ML,9.99,20,PCS,BOX
C10675,CRODO LEMON SODA,24,330ML,14.99,20,PCS,BOX
C10676,CRODO LEMON SODA MOJITO,24,330ML,14.99,20,PCS,BOX
C10677,SAKA WATER,12,500ML,1.99,20,PCS,BOX
C10678,JUST DRINK A.VERA ORG.,12,500ML,8.99,20,PCS,BOX
C10679,GRACE ALOE VERA,6,1.5LT,11.99,20,PCS,BOX
C10680,SUPER MALT BOTTLE,24,330ML,15.99,20,PCS,BOX
C10681,PURDEY'S ENERGY DRINK,12,330ML,8.99,20,PCS,BOX
C10682,PURDEY'S ENERGY DRINK RASP. ROSE,12,330ML,8.99,20,PCS,BOX
C10683,LUCOZADE ORANGE MP,24,380ML,14.99,20,PCS,BOX
C10684,LUCOZADE ORANGE,12,500ML,19.99,20,PCS,BOX
C10685,LUCOZADE SPORT,12,500ML,11.99,20,PCS,BOX
C10686,KTC VEGETABLE OIL TIN,1,20LT,24.99,0,PCS,BOX
C10688,ULUDAG ORANGE,24,250ML,13.99,20,PCS,BOX
C10689,FRUIT SHOOT APPLE,24,200ML,5.99,20,PCS,BOX
C10690,FRUIT SHOOT ORANGE,24,200ML,5.99,20,PCS,BOX
C10691,FRUIT SHOOT SUMMER,24,200ML,5.99,20,PCS,BOX
C10692,CLEANUX THICK BLEACH,1,5LT,3.29,20,PCS,BOX
C10693,CLEANUX WASHING UP LIQUID,1,5LT,3.29,20,PCS,BOX
C10694,OREO ORIGINAL,16,154GR,12.99,0,PCS,BOX
C10695,CADBURRY HOT CHOCOLATE INSTANT,1,2KG,16.99,0,PCS,BOX
C10696,RIVERDENE CHICKPEAS,6,2.5KG,,0,PCS,BOX
C10697,NUTELLA HAZELNUT,1,3KG,17.99,0,PCS,BOX
C10699,DAVINCI HAZELNUT SYRUP,1,1LT,6.49,20,PCS,BOX
C10701,ARIEL PRO WHITEMAX,1,15KG,19.99,20,PCS,BOX
C10702,TURKISH DELIGHT PLAIN,1,5KG,11.99,20,PCS,BOX
C10707,RIO TROPICAL LIGHT,24,330ML,10.99,20,PCS,BOX
C10708,HIGHLAND SPRING SPARKLING,24,500ML,7.49,20,PCS,BOX
C10709,HIGHLAND STILL WATER,24,500ML,7.49,20,PCS,BOX
C10710,VOLVIC FRUIT LEMON&LIME,6,1.5LT,5.49,20,PCS,BOX
C10711,VOLVIC TOUCH SUMMER,6,1.5LT,5.99,20,PCS,BOX
C10712,APPLETISER SPARKLING,24,275ML,21.99,20,PCS,BOX
C10713,J2O APPLE&RASPBERRY,24,275ML,16.99,20,PCS,BOX
C10714,J2O APPLE&MANGO,24,275ML,15.99,20,PCS,BOX
C10715,J2O ORANGE&PASSION FRUIT,24,275ML,15.99,20,PCS,BOX
C10716,YAZOO BANANA,10,400ML,8.49,0,PCS,BOX
C10717,YAZOO CHOCOLATE,10,400ML,8.49,0,PCS,BOX
C10718,YAZOO STRAWBERRY,10,400ML,8.49,0,PCS,BOX
C10721,HEAVY DUTY BIN BAG,1,100S,14.99,20,PCS,BOX
C10723,COCA COLA ZERO GB,12,500ML,8.99,20,PCS,BOX
C10727,LIPTON PEACH,6,1.25LT,7.99,20,PCS,BOX
C10728,LIPTON ICE TEA LEMON,9,1.5LT,11.49,20,PCS,BOX
C10729,LIPTON ICETEA LEMON,24,500ML,16.99,20,PCS,BOX
C10731,ANTEP PISTACHIO KERNEL,1,10KG,350,0,PCS,
C10733,REDBULL SUGAR FREE GB,24,250ML,19.99,20,PCS,BOX
C10734,ACI PUL BIBER,1,2KG,,0,PCS,
C10735,KEKIK,1,1KG,,0,PCS,
C10736,MEVLANA TEA,1,1KG,,0,PCS,
C10737,KARABIBER TOZ,1,1KG,,0,PCS,
C10738,FAIRY PRO WASHING UP,2,5LT,13.99,20,PCS,BOX
C10740,FRESH MANGO,24,330ML,16.6,20,PCS,BOX
C10741,FRESH WATERMELON,24,330ML,14.99,20,PCS,BOX
C10742,FRESH STRAWBERRY,24,330ML,16.6,20,PCS,BOX
C10743,FRESH MOJITO,24,330ML,16.6,20,PCS,BOX
C10744,FRESH MELON,24,330ML,16.6,20,PCS,BOX
C10745,FRESH BLACK GAZOZ,24,330ML,16.6,20,PCS,BOX
C10746,FRESH PINACOLADO,24,330ML,16.6,20,PCS,BOX
C10747,BUBBLE TEA COCONUT,12,350ML,24,0,PCS,BOX
C10748,BUBBLE TEA PEACH,12,350ML,24,0,PCS,BOX
C10749,REDBULL GB PM1.55,24,250ML,18.99,20,PCS,BOX
C10751,REIS PILAVLIK BULGUR,4,5KG,,0,PCS,BOX
C10752,DOGANAY IHLAMUR,1,1.6,,0,PCS,
C10753,FRESH BLUEBERRY,24,330ML,16.6,20,PCS,BOX
C10754,FRESH BLACK CHERRY,24,330ML,16.6,20,PCS,BOX
C10755,REDBULL APRICOT CAN PM1.55,12,250ML,9.99,20,PCS,BOX
C10758,OREGANO LIDER PACK,1,500GR,,0,PCS,
C10759,FANTA TROPICAL,9,1.5LT,13.99,20,PCS,BOX
C10762,SUNMAGIC APPLE JUICE,12,1LT,11.49,20,PCS,BOX
C10763,COCA COLA GLASS GB,24,330ML,19.99,20,PCS,BOX
C10764,COCA COLA DIET PM2.29,6,2LT,,20,PCS,BOX
C10767,FANTA ORANGE BOTTLE,12,1.5LT,14.99,20,PCS,BOX
C10771,OLD JAMAICA PINEAPPLE SODA,24,330ML,8.99,20,PCS,BOX
C10773,OLD JAMAICA GINGER BEER PM2.29,8,2LT,,20,PCS,BOX
C10774,RUBICON MANGO CAN,24,330ML,11.99,20,PCS,BOX
C10775,POWERADE BERRY&TROPICAL,12,500ML,8.99,20,PCS,BOX
C10776,RIBENA STRAWBERRY,24,250ML,7.99,20,PCS,BOX
C10777,RIBENA BLACKCURRANT,24,250ML,7.99,20,PCS,BOX
C10778,SEVEN UP,12,1.5LT,12.99,20,PCS,BOX
C10779,SAN PELLEGRINO SPARKLING WATER GLASS,12,750ML,12.99,20,PCS,BOX
C10780,VOLVIC LEMON & LIME,12,500ML,5.99,20,PCS,BOX
C10781,VOLVIC STRAWBERRY,12,500ML,5.99,20,PCS,BOX
C10782,REDBULL ENERGY PM1.95,24,355,27.99,20,PCS,BOX
C10783,OLD JAMAICA GRAPE SODA CAN,24,330ML,9.99,20,PCS,BOX
C10785,FANTA USA BERRY,12,355ML,9.99,20,PCS,BOX
C10786,FANTA USA GRAPE,12,355ML,9.99,20,PCS,BOX
C10787,FANTA USA PEACH,12,355ML,9.99,20,PCS,BOX
C10788,FANTA USA PINEAPPLE,12,355ML,9.99,20,PCS,BOX
C10789,FANTA USA STRAWBERRY,12,355ML,9.99,20,PCS,BOX
C10855,BAKLAVA,1,4PCS,1.6,0,PCS,
C10856,BAKLAVA TRIANGLE(CARROT),1,200GR,1.6,0,PCS,
C10857,BAKLAVA PISTACHIO KADAYIF,1,200GR,1.6,0,PCS,
C10858,BAKLAVA SOBIYET,1,200GR,1.6,0,PCS,
C10859,BAKLAVA PISTACHIO,1,500GR,5,0,PCS,
C10860,BAKLAVA TEPSI,1,2KG,32,0,PCS,
C10861,BAKLAVA PISTACHIO,1,400GR,4.2,0,PCS,
C10862,BAKLAVA MIX,1,400GR,8,0,PCS,
C10863,BAKLAVA PISTACHIO,1,1KG,9,0,PCS,
C10864,BUBBLE TEA BUTTERFLY,12,350ML,24,0,PCS,BOX
C10865,BUBBLE TEA MANGO,12,350ML,24,0,PCS,BOX
C10866,BUBBLE TEA STRAWBERRY,12,350ML,24,0,PCS,BOX
C10867,AVA SUNFLOWER OIL,15,1LT,18,0,UNIT,BOX
C10875,FRUIT SHOOT APPLE & BLACKCURRANT,24,200ML,,20,UNIT,BOX
C10939,KINGSDOWN STILL WATER GLASS,12,750ML,7.99,20,UNIT,BOX
C10940,MIRINDA STRAWBERRY CAN,24,330ML,7.99,20,UNIT,BOX
C10941,PURDEYS REJUNAVATE,12,330ML,8.99,20,UNIT,BOX
C10942,SCHWEPPES SLIMLINE TONIC WATER,6,1LT,11.99,20,UNIT,BOX
C10943,LUCOZADE SPORT RASBERRY & PASSION,12,500ML,11.49,20,UNIT,BOX
C10974,BOOST ENERGY CAN PM0.75,24,250ML,,20,PCS,BOX
C10976,REDBULL ENERGY PM2.50,12,473ML,,20,PCS,BOX
C10978,REDBULL LIGHT,12,473ML,,20,PCS,BOX
C10979,REDBULL ENERGY PM1.95,24,355ML,,20,PCS,BOX
C10982,MIGHTY MALT,24,330ML,,20,PCS,BOX
C10983,SCHWEPPES LEMONADE,6,2LT,11.99,20,PCS,BOX
C10985,KINGSDOWN SPARKLING WATER GLASS,12,750ML,7.99,20,UNIT,BOX
C10987,SPRITE PM1.99,6,2LT,,20,UNIT,BOX
C10988,TANGO ORANGE CAN,24,330ML,9.49,20,UNIT,BOX
C10989,SCHWEPPES INDIAN TONIC WATER GLASS,24,200ML,12.49,20,UNIT,BOX
C10990,ROASTED AUBERGINE JAR,3,2650ML,9,0,UNIT,BOX
C10991,ROASTED AUBERGINE JAR,6,500ML,4.92,0,PCS,BOX
C10992,ROASTED AUBERGINE,6,720ML,6,0,UNIT,BOX
C10995,VOLVIC WATER,12,1.5LT,8.99,20,UNIT,BOX
C10996,BOOST CAN PLAIN PACK,24,250ML,8.99,20,UNIT,BOX
C10997,SAN PELLEGRINO LEMON & MINT CAN,12,330ML,5.99,20,UNIT,BOX
C10999,PEPSI ORIGINAL CAN,24,330ML,7.99,20,UNIT,BOX
C11000,DEPO RAF,1,1,,0,PCS,BOX
C11001,VAN COMPANY,1,1,,20,PCS,BOX
C11002,SERVICE FEE,1,1,,0,PCS,BOX
C11003,VAN VEHICLE,1,,,0,UNIT,
C11013,HARIBO BERRIES,24,80GR,13.49,20,UNIT,BOX
C11014,HARIBO CHAMALLOWS,24,70GR,13,20,UNIT,BOX
C11015,HARIBO FIZZ FRIES,24,70GR,12,20,UNIT,BOX
C11016,HARIBO EKSI SOLUCAN,24,70GR,13,20,UNIT,BOX
C11017,HARIBO EKSI MIX,24,70GR,13.49,20,UNIT,BOX
C11018,HARIBO PHANTASIA,24,80GR,13.49,20,UNIT,BOX
C11019,HARIBO WORMS,24,80GR,13.49,20,UNIT,BOX
C11020,HARIBO STARMIX,24,80GR,13.49,20,UNIT,BOX
C11021,HARIBO KUBIKS,24,80GR,13.49,20,UNIT,BOX
C11022,AMIGO VERY BERRY,24,200ML,8.99,20,UNIT,BOX
C11023,AMIGO APPLE,24,200ML,8.99,20,UNIT,BOX
C11024,AMIGO APPLE & STRAWBERRY,24,200ML,8.99,20,UNIT,BOX
C11025,AMIGO MULTIVITAMIN,24,200ML,8.99,20,UNIT,BOX
C11026,AMIGO ORANGE,24,200ML,8.99,20,UNIT,BOX
C11027,AMIGO APPLE & SOUR CHERRY,24,200ML,8.99,20,UNIT,BOX
C11028,AMIGO APPLE & BLUEBERRY,24,200ML,8.99,20,UNIT,BOX
