Code,Description,Qty,Size,Price [C],VAT,UNIT1,UNIT2
C11637,SOS MEDIUM KRAFT PAPER BAG,250,1,14.99,0,UNIT,BOX
C11638,D18 WHITE TRAY,250,1,24.99,20,UNIT,BOX
C11641,ULKER CREAM BISCUIT STRAWBERRY,24,61GR,8.99,0,UNIT,BOX
C11642,ULKER CREAM BISCUIT BANANA,24,61GR,8.99,0,UNIT,BOX
C11643,ULKER CREAM BISCUIT CHOCOLATE,24,61GR,8.99,0,UNIT,BOX
C11644,SIRMA SUNFLOWER OIL,20,1LT,28,0,UNIT,BOX
C11645,AMIGO MANGO,24,200ML,9.99,20,UNIT,BOX
C11646,COLA GAZA DIET,24,250ML,9.99,20,UNIT,BOX
C11695,SAMYANG BULDAK HOT CHICKEN NOODLE BLACK,8,140GX5,34.99,0,UNIT,BOX
C11696,SAMYANG BULDAK CARBONORA NOODLE,8,140GX5,39.99,0,UNIT,BOX
C11697,SAMYANG BULDAK CREAM CARBONORA NOODLE,8,140GX5,44.99,0,UNIT,BOX
C11698,SAMYANG BULDAK ROSE NOODLE,8,140GX5,44.99,0,UNIT,BOX
C11699,SAMYANG BULDAK QUATTRO CHEESE NOODLE,8,140GX5,44.99,0,UNIT,BOX
C11700,MD HEAVY DUTY BIN BAG 50S,1,10S,18.99,20,UNIT,
C11701,DEEP FRESH COTTON BUDS,12,100S,5.99,20,UNIT,BOX
C11702,MD HEAVY DUTY BIN BAG 20S,1,20S,17.99,20,UNIT,BOX
C11703,MD HEAVY DUTY BIN BAG 10S,1,20S,18.99,20,UNIT,BOX
C11704,PANDA CUDDLE SOFT TOILET TISSUE,10,4,8.99,0,UNIT,BOX
C11705,PANDA CUDDLE TOILET TISSUE,2,18,6.99,0,UNIT,BOX
C11706,SOFTESSE CUDDLE SUPER SOAKER KITCHEN TOWEL,1,4,9.99,0,UNIT,
C11707,DR PEPPER BLACKBERRY CAN USA,12,355ML,9.99,20,UNIT,BOX
C11708,GOLDEN EAGLE ENERGY DRINK,24,250ML,9.99,20,UNIT,BOX
C11709,DURU KOFTELIK BULGUR,12,1KG,13.99,0,UNIT,BOX
C11710,TEST PRD,18,98GR,0,0,UNIT,BOX
C11711,ULKER COCO STAR COCONUT BAR,24,25GR,7.99,0,UNIT,BOX
C11712,ULKER ALBENI BAR,24,40GR,8.99,0,UNIT,BOX
C11713,ULKER DANKEK TART MINI STRAWBERRY CAKE,10,150GR,9.99,0,UNIT,BOX
C11714,UMBRELLA CHOCOLATE,30,1,7.99,0,UNIT,BOX
C11715,BISKREM EXTRA CHOCOLATE BISCUIT,12,184GR,11.99,0,UNIT,BOX
C11716,FENOMEN BIG RABBIT,6,1,9.99,0,UNIT,BOX
C11717,FIRST SENSATION RASPBERY &LEMON,12,27GR,7.99,0,UNIT,BOX
C11718,FIRST SENSATION BLUE MINT,12,27GR,7.99,0,UNIT,BOX
C11719,FIRST SENSATION BLUE MINT 60 MINUTE,12,27GR,7.99,0,UNIT,BOX
C11720,FIRST SENSATION RASPBERY &BLACKBERRY,12,27GR,7.99,0,UNIT,BOX
C11721,FIRST SENSATION GREEN MINT,12,27GR,7.99,0,UNIT,BOX
C11722,FIRST SENSATION PLAIN,12,27GR,7.99,0,UNIT,BOX
C11723,FIRST SENSATION STRAWBERRY,12,27GR,7.99,0,UNIT,BOX
C11724,FIRST SENSATION TROPICAL,12,27GR,7.99,0,UNIT,BOX
C11725,FIRST SENSATION WATERMELON,12,27GR,7.99,0,UNIT,BOX
C11726,FIRST SENSATION WATERMELON PEACH,12,27GR,7.99,0,UNIT,BOX
C11727,FIRST SENSATION INFINITY GREEN,12,27GR,7.99,0,UNIT,BOX
C11728,KENT BORINGER JELLY BANANA,12,85GR,5.99,0,UNIT,BOX
C11729,KENT BORINGER JELLY CHERRY,12,85GR,5.99,0,UNIT,BOX
C11730,KENT BORINGER JELLY ORANGE,12,85GR,5.99,0,UNIT,BOX
C11731,KENT BORINGER RASBERRY,12,85GR,5.99,0,UNIT,BOX
C11732,KENT BORINGER JELLY STRAWBERRY,12,85GR,5.99,0,UNIT,BOX
C11733,KENT BORINGER CARBONATE,12,40GR,11.99,0,UNIT,BOX
C11734,KENT BORINGER DOUGH BAKING POWDER,48,10GR X 5,11.99,0,UNIT,BOX
C11735,KENT BORINGER SUGAR VANILLINE,24,40GRX3,11.99,0,UNIT,BOX
C11736,ETI POPKEK COCONUT,24,60GR,6.99,0,UNIT,BOX
C11737,TENO NAPKIN,32,100,9.99,0,UNIT,BOX
C11738,TENO TOWEL KITCHEN,4,6,9.99,0,UNIT,BOX
C11739,FAMILIA PLUS KITCHEN TOWEL,4,6,9.99,0,UNIT,BOX
C11740,LIPTON ICE TEA GREEN TEA,6,1.5LT,7.49,0,UNIT,BOX
C11741,BISCELLA CHOCOLATE MINI BISCUIT,12,125G,11.99,0,UNIT,BOX
C11742,BISCELLA STRAWBERRY MINI BISCUIT,12,125G,11.99,0,UNIT,BOX
C11743,SOUR PATCH KIDS,24,80GR,13,0,UNIT,BOX
C11744,PERRIER SLIM CAN,24,330ML,11.99,20,UNIT,BOX
C11773,7 DAYS,20,80GR,,0,UNIT,BOX
C11777,7 DAYS CROISSANT MAX COCOA,20,80GR,9.49,0,UNIT,BOX
C11779,7 DAYS CROISSANT MAX HAZELNUT,20,80GR,9.49,0,UNIT,BOX
C11780,7 DAYS CROISSANT DBL VANILLA & CHERRY,20,80GR,9.49,0,UNIT,BOX
C11781,7 DAYS CROISSANT DBL VANILLA & STRAWBERRY,20,80GR,9.49,0,UNIT,BOX
C11782,7 DAYS CROISSANT DBL COCOA & VANILLA,20,80 GR,9.49,0,UNIT,BOX
C11784,7 DAYS CROISSANT DOUBLE COCOA & COCONUT,20,80GR,9.49,0,UNIT,BOX
C11785,7 DAYS CROISSANT MAX FOREST FRUIT,20,80GR,9.49,0,UNIT,BOX
C11786,7 DAYS CROISSANT VANILLA & CR COCOA COOKIES,20,80GR,9.49,0,UNIT,BOX
C11787,7 DAYS CROISSANT MAX PEANUT,20,80GR,9.49,0,UNIT,BOX
C11788,7 DAYS CROISSANT MAX CHAMPAGNE,20,80GR,9.49,0,UNIT,BOX
C11790,TEST PACK URUN-ULKER KARE,6,6*60GR,42,0,PACK,BOX
C11791,DEEP FRESH MOP STICK,6,1,29.99,20,UNIT,BOX
C11792,DEEP FRESH MOP TOWEL,6,50S,19.99,0,UNIT,BOX
C11793,DEEP FRESH WET WIPES,12,100,22.99,20,UNIT,BOX
C11794,DEEP FRESH WET WIPES LEMON,12,100S,22.99,20,UNIT,BOX
C11795,MODERN ECO SERVIETTE NAPKIN,10,28X28,18.99,20,UNIT,BOX
C11796,TAKIS DRAGON SWEET CHILLI,18,90GR,29.99,0,UNIT,BOX
C11797,TAKIS QUESO,18,90GR,29.99,0,UNIT,BOX
C11798,SLEEPY WET WIPES LILLIUM,6,100S,13.2,20,UNIT,BOX
C11799,SLEEPY WET WIPES CHERRY,6,100S,13.2,20,UNIT,BOX
C11800,SLEEPY WET WIPES ORCHIDE,6,100S,13.2,20,UNIT,BOX
C11801,SLEEPY WIPES EASY CLEAN ( CHERRY ),6,100S,13.2,20,UNIT,BOX
C11802,SLEEPY WIPES EASY CLEAN ( LILIUM ),6,100S,13.2,20,UNIT,BOX
C11803,SLEEPY WIPES EASY CLEAN ( ORCHID ),6,100S,13.2,20,UNIT,BOX
C11807,MIRINDA ORANGE BOTTLE,12,500ML,8.99,20,UNIT,BOX
C11808,MIRINDA ORANGE BLONDE,12,500ML,8.99,0,UNIT,BOX
C11809,XOXO WATERMELON PREBIOTIC SODA CAN,12,330ML,11.99,20,UNIT,BOX
C11810,XOXO TROPICAL PREBIOTIC SODA CAN,12,330ML,11.99,20,UNIT,BOX
C11811,XOXO RED BERRIES PREBIOTIC SODA CAN,12,330ML,11.99,20,UNIT,BOX
C11812,XOXO GINGER & LEMON PREBIOTIC SODA CAN,12,330ML,11.99,20,UNIT,BOX
C11813,NESTLE DAMAK DRAJE,12,50G,14.99,20,UNIT,BOX
C11814,AMERICAN CHEETOS CRUNCHY CHEDDAR JALAPENO,10,226GR,36.99,0,UNIT,BOX
C11816,BAKLAVA CARROT SLICE,1,2PCS,5,0,UNIT,
C11817,BAKLAVA PISTACHIO MIX,1,500GR,5.5,0,UNIT,
C11818,FANTA JAPAN WHITE PEACH,24,300ML,34.99,0,UNIT,BOX
C11819,JAPAN DR PEPPER,24,350ML,34.99,0,UNIT,BOX
C11820,TROPICANA JAPAN ORANGE,12,330ML,19.99,0,UNIT,BOX
C11821,TROPICANA JAPAN MANGO,12,330ML,19.99,0,UNIT,BOX
C11822,TROPICANA JAPAN PINEAPPLE,12,330ML,19.99,0,UNIT,BOX
C11823,REDBULL BLUEBERRY BLACKCURRANT ASIA,24,250ML,29.99,0,UNIT,BOX
C11824,REDBULL APPLE ASIA,24,250ML,29.99,0,UNIT,BOX
C11826,TROPICANA JAPAN PEACH,12,330ML,19.99,0,UNIT,BOX
C11827,ERIKLI WATER,12,500ML,2,0,UNIT,BOX
C11828,ERIKLI WATER,6,1.5LT,2,0,UNIT,BOX
C11829,ANGEL HAIR PINK,15,90GR,39.99,0,UNIT,BOX
C11830,ANGEL HAIR WHITE,15,90GR,39.99,0,UNIT,BOX
C11831,CHOCOWISS RUBBY MILK CHOCOLATE,12,65GR,29.99,0,UNIT,BOX
C11832,CHOCOWISS RUBBY PINK CHOCOLATE,12,65GR,29.99,0,UNIT,BOX
C11833,NOOMZ FRUIT BITES,4,12x110GR,100.32,20,UNIT,BOX
C11834,NOOMZ FRUIT BEARS,4,12x34GR,80.16,20,UNIT,BOX
C11836,NOOMZ SOUR BITES,4,12x110GR,100.32,20,UNIT,BOX
C11837,NOOMZ LEMON BITES,4,12x110GR,100.32,20,UNIT,BOX
C11838,NOOMZ MINI ROCKS,4,12x150GR,100.32,20,UNIT,BOX
C11839,NOOMZ DRIFT ROCKS,4,12x110GR,100.32,20,UNIT,BOX
C11840,NOOMZ JELLY RINGS,4,12x34GR,80.16,20,UNIT,BOX
C11841,NOOMZ RAINBURSTS,4,12x100GR,100.32,20,UNIT,BOX
C11842,FROOBLZ JELLIES,20,315GR,19.99,20,UNIT,BOX
C11843,STRIKING LOLLIPOP STRAWBERRY,4,13.8GRX48,67.9,20,UNIT,BOX
C11844,STRIKING LOLLIPOP ELECTRIC SHOCK,4,13.8GRX48,67.9,20,UNIT,BOX
C11845,STRIKING LOLLIPOP GRAPE,4,13.8GRX48,67.9,20,UNIT,BOX
C11846,STRIKING LOLLIPOP BLOOD ORANGE,4,13.8GRX48,67.9,20,UNIT,BOX
C11847,STRIKING LOLLIPOP COLA,4,13.8GRX48,67.9,20,UNIT,BOX
C11848,STRIKING LOLLIPOP WATERMELON,4,13.8GRX48,67.9,20,UNIT,BOX
C11849,STRIKING POPPING CANDY STRAWBERRY,48,30GR,52.32,20,UNIT,BOX
C11851,STRIKING POPPING CANDY COLA,48,30GR,52.32,20,UNIT,BOX
C11852,STRIKING POPPING CANDY ELECTRIC SHOCK,48,30GR,52.32,20,UNIT,BOX
C11853,STRIKING POPPING CANDY BLUEBERRY,48,30GR,52.32,20,UNIT,BOX
C11854,STRIKING POPPING CANDY GREEN APPLE,48,30GR,52.32,20,UNIT,BOX
C11855,STRIKING POPPING CANDY LEMON,48,30GR,52.32,20,UNIT,BOX
C11856,ROYAL MOCHI CREAMY COCONUT,12,120GR,29.99,0,UNIT,BOX
C11857,ROYAL MOCHI MINT CHOC CHIP,12,120GR,29.99,0,UNIT,BOX
C11858,ROYAL MOCHI TIRAMISU & CREME,12,120GR,29.99,0,UNIT,BOX
C11859,ROYAL MOCHI CREAMY MATCHA LATTE,12,120GR,29.99,0,UNIT,BOX
C11860,ROYAL MOCHI PEANUT BUTTER,12,120GR,29.99,0,UNIT,BOX
C11861,ROYAL MOCHI SALTED CARAMEL,12,120GR,29.99,0,UNIT,BOX
C11862,ROYAL MOCHI STRAWBERRY CHEESECAKE,12,120GR,29.99,0,UNIT,BOX
C11863,ROYAL MOCHI MAPLE PANCAKE,12,120GR,29.99,0,UNIT,BOX
C11864,NESTLE CHOCOLATE WAFERS,20,27GR,5.99,20,UNIT,BOX
C11865,ANTEPBITE DUBAI CHOCOLATE SMALL PRE,24,100GR,72,0,UNIT,BOX
C11866,MIRINDA STRAWBERRY,6,1.5LT,6.49,20,UNIT,BOX
C11867,NESTLE DAMAK INCI,12,18GR,4.99,20,UNIT,BOX
C11869,ROYAL MOCHI VANILLA CREME,12,120GR,29.99,0,UNIT,BOX
C11882,BAKLAVA WALVUT KADAIF,1,200GR,1.6,0,PCS,
C11884,TRIP PEACH GINGER,12,250ML,12,0,UNIT,BOX
C11885,TRIP BLOOD ORANGE ROSEMARY,12,250ML,12,0,UNIT,BOX
C11886,TRIP LEMON BASIL,12,250ML,12,0,UNIT,BOX
C11887,TRIP ELDERRFLOWER MINT,12,250ML,12,0,UNIT,BOX
C11888,TRIP CUCUMBER MINT,12,250ML,12,0,UNIT,BOX
C11889,TRIP RASBERRY ORANGE BLOSSOM,12,250ML,12,0,UNIT,BOX
C11890,IM NATURAL SUNFLOWER OIL,15,1LT,21,0,UNIT,BOX
C11891,IM NATURAL SUNFLOWER OIL,3,5LT,21,0,UNIT,BOX
C11905,BREAD WRAPPING PAPER ( 124-128 ),1,20X24,0,20,UNIT,
C11906,CRYSTAL POLYBAG8X12X22,1,100GR,0,20,UNIT,
C11907,CHEFF ROYALE CONTAINER WITH LID 250PACK,1,100ML,0,20,UNIT,
C11908,MALLOW COCONUT PIE CAKE WITH MARSHMALLOW,12,184GR,8.4,0,UNIT,BOX
C11909,POPPING BOBBY BUBBLE TEA BLUEBERRY WITH MANGO,6,280GR,24,0,UNIT,BOX
C11910,POPPING BOBBY BUBBLE TEA DARK CHOCOLATE WITH STRAWBERRY,6,280GR,24,0,UNIT,BOX
C11911,POPPING BOBBY BUBBLE TEA DARK CHOCOLATE WITH COCONUT,6,280GR,24,0,UNIT,BOX
C11912,POPPING BOBBY BUBBLE TEA MANGO WITH PASSIONFRUIT,6,280GR,24,0,UNIT,BOX
C11913,POPPING BOBBY BUBBLE TEA PASSION FRUIT WITH LYCHEE,6,280GR,24,0,UNIT,BOX
C11914,POPPING BOBBY BUBBLE TEAPASSION FRUOT WITH STRAWBERRY,6,280GR,24,0,UNIT,BOX
C11915,POPPING BOBBY BUBBLE TEA STRAWBERRY WITH PEACH,6,280GR,24,0,UNIT,BOX
C11916,POPPING BOBBY BUBBLE TEA WATERMELON WITH BUTTERFLY,6,280GR,24,0,UNIT,BOX
C11918,FANTA BLUE EU,12,500ML,9.99,0,UNIT,BOX
C11919,FANTA GREEN EU,12,500ML,9.99,0,UNIT,BOX
C11920,ETI CIN LOKMANLIK CILKELI,18,114GR,9.99,0,UNIT,BOX
C11921,MOJA MANGO % 100 PURE JUICE,12,320ML,11.99,20,UNIT,BOX
C11922,MOJA PASSION FRUIT % 100 PURE JUICE,12,320ML,11.99,20,UNIT,BOX
C11923,MOJA PINK GUAVA % 100 PURE JUICE,12,320ML,11.99,20,UNIT,BOX
C11924,MOJA LYCHEE % 100 PURE JUICE,12,320ML,11.99,20,UNIT,BOX
C11925,MOJA WATERMELON % 100 PURE JUICE,12,320ML,11.99,20,UNIT,BOX
C11927,CAPRI SUN MYSTIC DRAGON,40,200ML,0,20,UNIT,BOX
C11928,CAPRI SUN MONSTER ALARM,10,200ML,0,0,UNIT,BOX
C11929,CAPRISUN SAFARI,10,200ML,0,0,UNIT,BOX
C11932,STARBUCKS STRAWBERRY BLACKCURRANT BLACK TEA,15,330ML,27.99,0,UNIT,BOX
C11933,STARBUCKS PEACH OOLONG TEA,15,330ML,27.99,0,UNIT,BOX
C11935,STARBUCKS REFRESHERS PURPLE MANGO DRAGON FRUIT,15,270ML,27.99,0,UNIT,BOX
C11936,STARBUCKS REFRESHERS PINK STRAWBERRY,15,270ML,27.99,0,UNIT,BOX
C11937,HIP POP APPLE & ELDERFLOWER KOMBUCHA,12,330ML,11.99,20,UNIT,BOX
C11938,HIP POP STRAWBERRY & PINEAPPLE KOMBUCHA,12,330ML,11.99,20,UNIT,BOX
C11939,HIP POP TROPICAL PEACH SODA,12,330ML,11.99,20,UNIT,BOX
C11940,HIP POP BERRIES & CERRIES SODA,12,330ML,11.99,20,UNIT,BOX
C11941,PALLET RAP,6,,18,20,UNIT,BOX
C11942,FANTA TROPICAL EU,12,500ML,9.99,20,UNIT,BOX
C11943,FANTA MADNESS EU,12,500ML,9.99,20,UNIT,BOX
C11944,FANTA ZERO MANGO EU,12,500ML,9.99,20,UNIT,BOX
C11945,FANTA PEAR EU,12,500ML,9.99,20,UNIT,BOX
C11946,FANTA LEMON EU,12,500ML,9.99,20,UNIT,BOX
C11947,NESTLE NIDO MILK POWDER,6,900ML,60,0,UNIT,BOX
C11948,ETI POPKEK DARK CHOCOLATE,24,60GR,6.99,0,UNIT,BOX
C11950,GREEN LAND XXL BASMATI RISE,2,9KG,29.99,0,UNIT,BOX
C11951,GREEN LAND XXL BASMATI RICE,4,4.5KG,29.99,0,UNIT,BOX
C11953,COCA COLA CHERRY EU,24,330ML,9,20,UNIT,BOX
C11954,COCA COLA VANILLA,24,330ML,9,20,UNIT,BOX
C11955,FANTA EXOTIC EU,24,330ML,9.49,20,UNIT,BOX
C11957,B52 ENERGY DRINK,24,250ML,12,20,UNIT,BOX
C11958,TANGO APPLE CAN SUGAR FREE,24,330ML,9.49,20,UNIT,BOX
C11959,ENERGY PLUS,24,250ML,13.99,20,UNIT,BOX
C11960,ENERGY PLUS,24,330ML,15.99,20,UNIT,BOX
C11961,BLACK REFUSE BAG 130L,1,80X130MM,1.2,20,UNIT,
C11962,VEST CARRIER BAGS 300PCS,1,180X550MM,19.9,20,UNIT,
C11963,VEST CARRIER BAGS 280PCS,1,140X480MM,15,20,UNIT,
C11964,PLASTIC FORK,1,10X100PCS,16.5,20,UNIT,
C11965,PLASTIC KNIFE,1,50X20PCS,16.75,20,UNIT,
C11966,PLASTIC SPOON,1,100X10PCS,19,20,UNIT,
C11968,LAYS SALT,21,125GR,23.1,0,UNIT,BOX
C11969,LAYS BARBEQUE BBQ,21,125GR,23.1,0,UNIT,BOX
C11970,LAYS CHICKEN WITH SPICES,21,125GR,23.1,0,UNIT,BOX
C11971,LAYS PAPRIKA,21,125GR,23.1,0,UNIT,BOX
C11972,LAYS DILL,21,125GR,23.1,0,UNIT,BOX
C11973,LAYS CHEESE,21,125GR,23.1,0,UNIT,BOX
C11974,HELLMANN'S MAYONNAISE PM 2.99,6,800GR,13.2,0,UNIT,BOX
C11975,PEPSI IMPORT,6,1.5LT,4.99,20,UNIT,BOX
C11976,12 O ALIMUNYUM KUNEFE CONTAINER,1,,0,20,UNIT,
C11977,LIDS 12 CONTAINER 400PCS,1,,0,20,UNIT,
C11979,New Product,6,1000GR,,0,UNIT,BOX
C11980,ONCU OLIVES M-S,6,1000GR,0,0,UNIT,BOX
C11981,ONCU OLIVES XL-L,6,1000GR,0,0,UNIT,BOX
C11982,BOBBO MR WATERMELON CANDY,24,38GR,8.99,0,UNIT,BOX
C11985,MIRINDA PINEAPPLE,6,1.5LT,6.49,20,UNIT,BOX
C11986,SAMYANG BULDAK 2X SPICY,8,140GX5,34.99,0,UNIT,BOX
C11987,AMOS PEELERZ MANGO,12,65GR,13.99,0,UNIT,BOX
C11988,AMOS PEELERZ BANANA,12,65GR,13.99,0,UNIT,BOX
C11989,PANDAX NO 6A ALUMINIUM FOIL CONTAINER,500,,0,20,UNIT,BOX
C11990,PANDAX NO 6 ALUMINIUM FOIL CINTAINER 500pcs,1,,0,20,UNIT,
C11991,PANDAX NO 9 HEAVY DUTY ( 9X9X1.5) 200pcs,1,,0,20,UNIT,
C11992,PANDAX NO 9 DEEP HEAVY DUTY (9x9x2) 200pcs,1,,0,20,UNIT,
C11993,NO 9 LID HEAVY DUTY 200pcs,1,,0,20,UNIT,
C11994,PANDAX NO 2 ALUMINIUM FOIL 1000pcs,1,,0,20,UNIT,
C11995,FISH & CHIPS BOX NEWSPAPER PRINT SMALL,1,,0,20,UNIT,
C11996,FISH & CHIPS BOX NEWSPAPER PRINT MEDIUM,1,,0,20,UNIT,
C11997,FISH & CHIPS BOX NEWSPAPER PRINT LARGE,1,,0,20,UNIT,
C11999,PLASTIC SALAD CONTAINER 600pcs,600,375CC,0,20,UNIT,BOX
C12000,PEPSI CAN EU,24,330ML,7.49,20,UNIT,BOX
C12001,SEVEN UP,6,1.5LT,4.99,20,UNIT,BOX
C12003,MIRINDA POMME KIWI,6,1.5LT,6.49,20,UNIT,BOX
C12004,PLASTIC SALAD CONTAINER 600pcs,1,500CC,0,20,UNIT,
C12005,PLASTIC SALAD CONTAINER 400pcs,1,750CC,0,20,UNIT,
C12006,PLASTIC SALAD CONTAINER 400pcs,1,1000CC,0,20,UNIT,
C12007,PANDAX MICROWAVE CONTAINER 250pcs,1,500ML,0,20,UNIT,
C12008,PANDAX MICROWAVE CONTAINER 250pcs,1,750ML,0,20,UNIT,
C12009,PANDAX MICROWAVE CONTAINER 250pcs,1,1000ML,0,20,UNIT,
C12010,2 CUP HOLDER 240pcs,1,,0,20,UNIT,
C12011,4 CUP HOLDER 260pcs,1,,0,20,UNIT,
C12012,SERA CLING FILM,1,45CMX1500MM,0,20,UNIT,
C12013,TERMALL TILL ROLL 20pcs,1,80X70MM,0,20,UNIT,
C12014,TERMAL TILL ROLL 50pcs,1,57X40MM,0,20,UNIT,
C12015,BLUE NITRILE GLOVES POWDER FREE LARGE 100pcs,1,,0,20,UNIT,
C12016,BLACK NITRILE GLOVES POWDER FREE LARGE,1,,0,20,UNIT,
C12017,7 DAYS CROISSANT MAX HAZELNUT COOKIES,20,80GR,9.49,0,UNIT,BOX
C12018,7 DAYS CROISSANT MINI CHAMPAGNE,8,185GR,10.8,0,UNIT,BOX
C12019,7 DAYS CROISSANT MINI COCOA VANILLA,8,185GR,10.8,0,UNIT,BOX
C12020,ETI KARAM GURME,24,50GR,12,0,UNIT,BOX
C12022,SOUR PATCH KIDS TROPICAL,12,3.5OZ (99GR),14,20,UNIT,BOX
C12023,SOUR PATCH KIDS EXTREME,12,3.5OZ (99GR),14,20,UNIT,BOX
C12025,SOUR PATCH WATERMELON,12,3.5OZ (99GR),14,20,UNIT,BOX
C12026,SOUR PATCH GRAPE,12,102GR,14,20,UNIT,BOX
C12027,SOUR PATCH GLOWUP,12,87GR,14,20,UNIT,BOX
C12028,MIKE IKE ORIGINAL FRUITS,12,120GR,14,0,UNIT,BOX
C12029,MIKE IKE SOUR WATERMNELON,12,120GR,14,0,UNIT,BOX
C12030,MIKE IKE RED RAGEOUS,12,120GR,14,0,UNIT,BOX
C12031,MIKE IKE TROPICAL TYPOON,12,120GR,14,0,UNIT,BOX
C12032,MIKE IKE JOLLY JOES,12,120GR,14,0,UNIT,BOX
C12033,MIKE IKE BERRY BLAST,12,120GR,14,0,UNIT,BOX
C12034,MOUNTAIN DEW LIVE WIRE CAN USA,12,355ML,12,20,UNIT,BOX
C12036,MOUNTAIN DEW CODE RED CAN USA,12,355ML,12,20,UNIT,BOX
C12037,MOUNTAIN DEW VOLTAGE RESPBERRY CAN USA,12,355ML,12,20,UNIT,BOX
C12038,MOUNTAIN DEW BAJA CABO CITRUS CAN USA,12,355ML,12,20,UNIT,BOX
C12039,TAKIS CHURRO CHARGE,12,280GR,50,20,UNIT,BOX
V.000071,SELPAK TISSUE,30,10S,29.99,0,UNIT,BOX
V.000361,ULKER COKONAT,24,33GR,9.99,0,UNIT,BOX
V.000377,ULKER PETIBOR PLAIN,10,450GR,11.1,0,PCS,BOX
V.000499,ULKER COKOPRENS 10S,12,cizme,13.99,0,PCS,BOX
V.000508,ULKER HALLEY MINI,24,66GR,14.99,0,UNIT,BOX
V.000539,ULKER NAPOLITEN CIKOLATA SUTLU,20,33GR,11.99,20,PCS,BOX
V.001207,KOSKA DUT PEKMEZI,12,380GR,36.99,0,UNIT,BOX
V.001211,KOSKA UZUM PEKMEZI,12,380GR,36.99,0,UNIT,BOX
V.001213,KOSKA HARNUP PEKMEZI,12,380GR,24.99,0,UNIT,BOX
V.001229,KOSKA TAHINI,12,300GR,38.99,0,UNIT,BOX
V.001449,DR OETKER CARBONATE,6,5'SX30,99,0,PACK,BOX
V.001510,MEHMET EFENDI TURKISH COFFEE,6,500GR,41.94,0,PCS,BOX
V.001830,NUTELLA SPREAD,15,400GR,41.25,0,PCS,BOX
V.001837,NUTELLA SPREAD,12,750GR,59.99,0,PCS,BOX
V.002458,KNORR KOFTE HARCI,4,12X82GR,49.99,0,UNIT,BOX
V.002846,HARIBO TEETH,24,80GR,13.49,20,UNIT,BOX
V.003143,ULKER HAYLAYF,24,64GR,8.99,0,PCS,BOX
V.003171,ULKER KARE PISTACHIO,6,60GR,9.15,20,UNIT,PACK
V.003240,FILIZ PASTA ARPA SEHRIYE,20,500GR,13,0,UNIT,BOX
V.003241,FILIZ PASTA DIRSEK,20,500GR,13,0,UNIT,BOX
V.003246,FILIZ PASTE TEL SEHRIYE,20,500GR,13,0,UNIT,BOX
V.003408,ULUDAG MINERAL WATER,24,200ML,6.99,20,PCS,BOX
V.003571,COCA COLA TR,6,2.5LT,9.99,20,PCS,BOX
V.003572,PEPSI COLA TR,6,2.5LT,9.49,20,PCS,BOX
V.003575,FANTA ORANGE,6,2.5LT,9.99,20,PCS,BOX
V.003580,ULUDAG GAZOZ,24,250ML,11.5,20,PCS,BOX
V.003603,ULUDAG LIMONATA,12,1LT,11.99,20,UNIT,BOX
V.003640,FILIZ PASTA SPAGETTI,20,500GR,13,0,UNIT,BOX
V.003662,ULKER COKOKREM,12,40GR,5.99,0,UNIT,BOX
V.003664,KOSKA DIABETIC HALVA PLAIN,12,350GR,49.99,0,UNIT,BOX
V.003671,KOSKA DIABETIC HALVA COCOA,12,350GR,49.99,0,UNIT,BOX
V.003726,KOSKA TAHIN PEKMEZ MIX KECIBOYNUZLU,12,350GR,38.99,0,UNIT,BOX
V.003826,FILIZ PASTA YUKSUK,20,500GR,13,0,UNIT,BOX
V.003828,FILIZ PASTA FIYONK,20,500GR,13,0,UNIT,BOX
V.003829,FILIZ PASTA BURGU,20,500GR,13,0,UNIT,BOX
V.003830,FILIZ PASTA INCE UZUN,20,500GR,13,0,UNIT,BOX
V.003832,FILIZ PASTA MANTI,20,500GR,13,0,UNIT,BOX
V.003833,FILIZ PASTA KALEM,20,500GR,13,0,UNIT,BOX
V.003835,FILIZ PASTA ERISTE,20,500GR,13,0,UNIT,BOX
V.003841,FILIZ PASTA KELEBEK,20,500GR,13,0,UNIT,BOX
V.003843,FILIZ PASTA FIRIN,20,500GR,13,0,UNIT,BOX
V.003844,FILIZ PASTA YILDIZ SEHRIYE,20,500GR,13,0,UNIT,BOX
V.004025,ULKER KARE MILK CHOCOLATE,6,60GR,6.49,20,UNIT,PACK
V.004132,ONCU PEPPER PASTE HOT,12,700GR,36.99,0,PCS,BOX
V.004133,ONCU PEPPER PASTE SWEET,6,1650GR,39.99,0,PCS,BOX
V.004461,DOGANAY SALGAM TURNIP JUICE SWEET,12,1LT,11.99,0,PCS,BOX
V.004462,DOGANAY SALGAM TURNIP JUICE HOT,12,1LT,11.99,0,PCS,BOX
V.004469,DOGANAY LEMONADE,12,1LT,11.99,20,PCS,BOX
V.004643,ETI BROWNI GOLD CHERRY,24,45GR,6.99,0,PCS,BOX
V.004661,ETI POPKEK STRAWBERRY,24,40GR,6.99,0,UNIT,BOX
V.004663,ETI TOPKEK HAZELNUT COCAO,24,35GR,5.99,0,UNIT,BOX
V.004672,ETI TOPKEK MEYVELI,24,40GR,4.99,0,UNIT,BOX
